Step	Time	Epot	Ekin	Etot	T
380	3.800000	-13.525424	6049.431402	6035.905978	1.000311
381	3.810000	-14.028042	6049.692568	6035.664526	1.000375
382	3.820000	-14.223121	6049.617553	6035.394432	1.000402
383	3.830000	-13.774223	6048.909357	6035.135134	1.000353
384	3.840000	-12.196104	6047.196334	6035.000229	1.000167
385	3.850000	-9.487621	6044.726541	6035.238920	0.999789
386	3.860000	-7.714959	6043.506982	6035.792023	0.999378
387	3.870000	-9.171511	6045.168907	6035.997396	0.999407
388	3.880000	-11.954475	6047.894848	6035.940373	0.999881
389	3.890000	-13.857970	6049.654506	6035.796536	1.000290
390	3.900000	-14.835061	6050.383987	6035.548927	1.000483
391	3.910000	-15.329900	6050.558045	6035.228145	1.000547
392	3.920000	-15.449930	6050.340128	6034.890198	1.000544
393	3.930000	-15.080905	6049.680354	6034.599449	1.000472
394	3.940000	-14.209973	6048.633312	6034.423339	1.000321
395	3.950000	-13.174279	6047.563104	6034.388825	1.000121
396	3.960000	-12.576449	6047.011390	6034.434941	0.999962
397	3.970000	-12.765994	6047.224032	6034.458038	0.999931
398	3.980000	-13.492943	6047.899832	6034.406889	1.000025
399	3.990000	-14.209803	6048.505681	6034.295878	1.000152
400	4.000000	-14.580563	6048.749788	6034.169225	1.000228
401	4.010000	-14.692250	6048.742082	6034.049832	1.000238
402	4.020000	-14.828154	6048.749332	6033.921178	1.000228
403	4.030000	-15.090456	6048.856494	6033.766038	1.000239
404	4.040000	-15.325106	6048.918303	6033.593198	1.000261
405	4.050000	-15.325457	6048.753304	6033.427846	1.000258
406	4.060000	-14.977510	6048.278790	6033.301280	1.000206
407	4.070000	-14.296994	6047.547921	6033.250927	1.000099
408	4.080000	-13.492756	6046.788970	6033.296214	0.999961
409	4.090000	-12.931869	6046.331929	6033.400060	0.999845
410	4.100000	-12.788288	6046.274111	6033.485823	0.999805
411	4.110000	-12.663204	6046.195021	6033.531817	0.999820
412	4.120000	-11.773730	6045.396330	6033.622601	0.999775
413	4.130000	-9.754681	6043.708861	6033.954179	0.999558
414	4.140000	-7.886749	6042.479986	6034.593237	0.999235
415	4.150000	-8.610066	6043.688209	6035.078143	0.999178
416	4.160000	-11.734590	6046.875123	6035.140533	0.999621
417	4.170000	-14.802580	6049.765730	6034.963151	1.000210
418	4.180000	-16.623043	6051.261062	6034.638020	1.000592
419	4.190000	-17.328216	6051.564109	6034.235894	1.000728
420	4.200000	-17.324599	6051.159923	6033.835324	1.000702
421	4.210000	-16.908181	6050.398358	6033.490177	1.000591
422	4.220000	-16.249408	6049.481689	6033.232281	1.000440
423	4.230000	-15.472784	6048.547451	6033.074667	1.000275
424	4.240000	-14.720539	6047.734774	6033.014235	1.000117
425	4.250000	-14.153894	6047.177945	6033.024052	0.999994
426	4.260000	-13.865276	6046.930671	6033.065395	0.999923
427	4.270000	-13.795852	6046.907402	6033.111550	0.999904
428	4.280000	-13.781072	6046.937187	6033.156115	0.999911
429	4.290000	-13.675477	6046.881731	6033.206255	0.999912
430	4.300000	-13.425984	6046.701192	6033.275209	0.999891
431	4.310000	-13.078207	6046.451598	6033.373391	0.999851
432	4.320000	-12.756340	6046.256952	6033.500612	0.999807
433	4.330000	-12.620596	6046.257639	6033.637042	0.999785
434	4.340000	-12.770671	6046.519816	6033.749145	0.999807
435	4.350000	-13.149067	6046.961817	6033.812749	0.999873
